index,question,answer,AnswerNum
303,"Tommy is making 12 loaves of bread. He needs 4 pounds of flour per loaf. A 10-pound bag of flour costs $10 and a 12-pound bag costs $13. When he is done making his bread, he has no use for flour and so he will throw away whatever is left. How much does he spend on flour if he buys the cheapest flour to get enough?","He needs 48 pounds of flour because 12 x 4 = <<12*4=48>>48
He needs 4.8 bags of 10 pound bags because 48 / 10 = <<48/10=4.8>>4.8
He therefore needs to buy 5 bags of flour because 4 < 4.8 < 5
He spends $50 if he buys this flour because 5 x 10 = <<5*10=50>>50
He needs 4 bags of the 12-pound flour because 48 / 12 = <<48/12=4>>4
He would spend $52 on the 12-pound bags because 4 x 13 = 52
He spends $50 if he buys the cheapest flour because 50 < 52
#### 50",50
304,"Cary is an engineer in charge of designing an irrigation system for three farmers. Farmer Bob grows 3 acres of corn, 9 acres of cotton, and 12 acres of beans. Farmer Brenda grows 6 acres of corn, 7 acres of cotton, and 14 acres of beans. Farmer Bernie grows 2 acres of corn and 12 acres of cotton. If corn takes 20 gallons of water an acre, cotton takes 80 gallons of water an acre, and beans take twice as much water as corn, what percentage of the total water used will go to Farmer Bob's farm?","First figure out how much water beans take by multiplying the water use for corn by 2: 20 gallons/acre * 2 = <<20*2=40>>40 gallons/acre
Next, calculate Bob's water use by multiplying each plant's water use per acre by the number of acres he planted, then adding up the total water use for all three crops: 3 * 20 + 9 * 80 + 12 * 40 = <<3*20+9*80+12*40=1260>>1260
Now do the same thing for Brenda: 6 * 20 + 7 * 80 + 14 * 40 = <<6*20+7*80+14*40=1240>>1240
And do the same thing for Bernie: 2 * 20 + 12 * 80 = 1000
Now add up each farmer's water use to find the total water use: 1260 + 1240 + 1000 = <<1260+1240+1000=3500>>3500
Now divide Bob's water use by the total water use and multiply by 100 to find what percentage of the water he used: 1260 / 3500 * 100 = <<1260/3500*100=36>>36%
#### 36",36
305,"Tommy wants to earn enough money to buy 8 new books. Each book costs $5. If Tommy already has $13, how much does he need to save up?","The books will cost $40 because 8 x 5 = <<8*5=40>>40
He needs to save up $27 because 40 - 13 = <<40-13=27>>27
#### 27",27
306,"Parker is 4 inches shorter than Daisy. Daisy is 8 inches taller than Reese. If Reese is 60 inches tall, what is the average height for the three of them?","Since Daisy is 6 inches taller than Reese, she must be 60 inches + 8 inches = 68 inches tall.
Parker is 4 inches shorter than Daisy, making her 68 inches – 4 inches = <<68-4=64>>64 inches.
The average height of the three of them is (60 inches + 68 inches + 64 inches) / 3 = <<(60+68+64)/3=64>>64 inches.
#### 64",64
307,"There are 110 calories in a serving of cheese.  Rick buys the large blocks that have 16 servings per block.  If Rick has already eaten 5 servings of cheese, how many calories are remaining in the block?","The block has 16 servings and he has eaten 5 servings leaving 16-5 = <<16-5=11>>11 servings of cheese
There are 11 servings of cheese left and each serving is 110 calories for a total of 11*110 = <<11*110=1210>>1,210 calories
#### 1210",1210
308,"Jason is mixing a batch of black paint. He needs to add 2 grams of charcoal for every 30 ml of water. If he adds 900 ml of water, how much charcoal does he add?","First find how many ml of water Jason needs for 1 gram of charcoal: 30 ml / 2 grams = <<30/2=15>>15 ml/g
Then divide the amount of water Jason uses by the amount of water per gram of charcoal to find how much charcoal he uses: 900 ml / 15 ml/g = <<900/15=60>>60 g
#### 60",60
309,"Carl types at a speed of 50 words per minute. If he types continuously for 4 hours per day, how many words can he type in 7 days?","The number of words that Carl can type per hour is 50 * 60 = <<50*60=3000>>3000 words.
The number of words that Carl can type in 4 hours is 3000 * 4 = <<3000*4=12000>>12000 words.
The number of words that Carl can type in 7 days is 12000 * 7 = <<12000*7=84000>>84000 words.
#### 84000",84000
310,"Janet hires six employees. Four of them are warehouse workers who make $15/hour, and the other two are managers who make $20/hour. Janet has to pay 10% of her workers' salaries in FICA taxes. If everyone works 25 days a month and 8 hours a day, how much does Janet owe total for their wages and taxes for one month?","First figure out how many hours each worker works per month by multiplying the number of days they work by the number of hours a day they work: 25 days * 8 hours/day = <<25*8=200>>200 hours
Then calculate how much one warehouse worker makes per month by multiplying their hourly rate by the number of hours they work: 200 hours * $15/hour = $<<200*15=3000>>3000
Then multiply that number by 4 to find out how much all the warehouse workers make: $3000/worker * 4 workers = $<<3000*4=12000>>12,000
Now multiply the hours each manager works (also 200) by their hourly wage to find out how much one manager makes per month: 200 hours * $20/hour = $<<200*20=4000>>4,000
Now multiply one manager's wages by the number of managers (2) to find their total wage amount: $4,000/manager * 2 managers = $<<4000*2=8000>>8,000
Now add the wages for the managers and the workers to find the total cost of the wages: $8,000 + $12,000 = $<<8000+12000=20000>>20,000
Now multiply the total wage bill by 10% to find how much the FICA taxes are: $20,000 * .1 = $<<20000*.1=2000>>2,000
Now add the total wage bill to the total tax amount to find the grand total: $2,000 + $20,000 = $<<2000+20000=22000>>22,000
#### 22000",22000
311,"The seats of a bus are arranged in 23 rows of 4 seats. At the start, 16 people climb. At the first stop, 15 people board the bus and 3 get off. At the second stop, 17 people get on the bus and 10 get off. How many empty seats are there after the second stop?","There are 23 * 4 = <<23*4=92>>92 seats on this bus.
After the first stop, there are 16+15 - 3 = <<16+15-3=28>>28 people on the bus.
After the 2nd stop, there are 28+17 - 10 = <<28+17-10=35>>35 people on the bus.
So there are 92 - 35 = <<92-35=57>>57 empty seats on the bus after the 2nd stop.
#### 57",57
312,"Farmer Brown raises emus, large birds. His flock has a total of 60 heads and legs. How many emus are in his flock?","Each emu has 1+2=<<1+2=3>>3 heads and legs.
Then the flock has 60/3=<<60/3=20>>20 animals.
#### 20",20
313,"Hash has nine more than half as many toys as Bill has. If Bill has 60 toys, how many total toys do the boys have?","First we need to know what half of Bills toys are, 60 toys / 2 = <<60/2=30>>30 toys.
Hash has 9 toys + 30 toys = <<9+30=39>>39 toys.
Together the boys have 60 toys + 39 toys = <<60+39=99>>99 toys.
#### 99",99
314,"Berry wants to make sure he reads an average of 50 pages a day. This week he read 43 pages on Sunday, 65 pages on Monday, and 28 pages on Tuesday. He had a soccer game and fell asleep early on Wednesday so he read nothing. On Thursday he read 70 pages, and on Friday he read 56 pages. How many pages does he have to read on Saturday to reach his goal?","He has to read 350 pages a week because 7 x 50 = <<7*50=350>>350
He has read 262 pages because 43+65+28+70+56 = <<43+65+28+70+56=262>>262
He has to read 88 pages on Saturday because 350-262 =<<350-262=88>>88
#### 88",88
315,"There are enough provisions in a castle to feed 300 people for 90 days. After 30 days, 100 people leave the castle. How many more days are left until all the food runs out?","After 30 days, there will be enough food left to sustain 300 people for 90 days – 30 days = 60 days.
After the 100 people leave, there will be 300-100 = <<300-100=200>>200 people left.
The 200 people will eat 200/300 = 2/3 as much food as the original group of people in the castle.
The 60 days' worth of food will last this smaller group for 60 days / (2/3) = <<60/(2/3)=90>>90 more days.
#### 90",90
316,The selling price of a bicycle that had sold for $220 last year was increased by 15%. What is the new price?,"The price of the bicycle increased by $220 * 15/100 = $<<220*15/100=33>>33.
Adding the increment price, the new price is $220 + $33 = $<<220+33=253>>253.
#### 253",253
317,Madeline spends 18 hours a week in class. She spends 4 hours per day working on homework. She spends 8 hours per day sleeping. She works part-time 20 hours per week. How many hours left over does Madeline have?,"Madeline spends 4*7=<<4*7=28>>28 hours on homework.
She spends 8*7-56 hours sleeping.
Therefore, she is busy 28+18+56+20=<<28+18+56+20=122>>122 hours per week.
There are 7*24=<<7*24=168>>168 hours per week.
Thus, Madeline has 168-122=<<168-122=46>>46 hours left over.
#### 46",46
318,"Roselyn gives Mara three times as many books as she gives Rebecca and remains with 60 books. If Rebecca received 40 books, how many books did Roselyn have before?","If Roselyn gave Rebecca 40 books, and Mara was given three times as many books, Mara has 3*40 = 120 books.
Rebecca and Mara's total number of books is 120+40 = <<120+40=160>>160 books.
If Roselyn gave Mara and Rebecca her books, which is 160, then she initially had 60+160 = <<60+160=220>>220 books.
#### 220",220
319,Natalie's sister had 8 small diaries in her locker. Last summer she bought double the number of diaries she had and then lost 1/4 of what she had. How many diaries does Natalie's sister have now?,"Natalie's sister bought 2 * 8 = <<2*8=16>>16 diaries.
So she then had 16 + 8 = <<16+8=24>>24 diaries.
Afterwards, she loses 1/4 * 24 = <<24*1/4=6>>6 diaries.
So, Natalie's sister now has 24 - 6 = <<24-6=18>>18 diaries.
#### 18",18
320,Austin bought his seven friends each a robot. Each robot costs $8.75.  He was charged $7.22 total for tax. He left with $11.53 in change. How much did Austin start with?,"First we need to find the total amount for the robots. 7 robots * $8.75 per robot = $<<7*8.75=61.25>>61.25 in total.
Now we need to add in the tax $61.25 for the robots + $7.22 for tax = $<<61.25+7.22=68.47>>68.47 total spent in store.
Now to find what was the beginning amount we take the $68.47 total spent in-store + $11.53 in change = $<<68.47+11.53=80>>80 to start.
#### 80",80
321,"Five months ago, Mike earned 10 times more money than Fred. If his salary has increased by 40 percent now, and Fred's salary then was $1000, calculate Mike's salary now.","Five months ago, Mike earned ten times more money than Fred, and since Fred earned $1000, Mike earned 10*1000 = $<<10*1000=10000>>10000 more than Fred.
The total amount of money that Mike earned five months ago is $10000+$1000 = $<<10000+1000=11000>>11000
Mikes salary has increased by 40/100*$11000 = $<<40/100*11000=4400>>4400
Mike's current salary is $11000 +$4400 = $<<11000+4400=15400>>15400
#### 15400",15400
322,"A shady restaurant is charging customers gratuities after taxes without them being aware. If my total bill was $140, the sales tax in my city is 10%, I ordered a NY Striploin for $80, and I ordered a glass of wine for $10, how much did they charge me for gratuities?","The total bill before taxes or gratuities was $80 for the steak + $10 for the wine = $80+$10 = $<<80+10=90>>90
If the tax is 10%, then the taxes paid were $90 * 10% = $<<90*10*.01=9>>9
That means that the total bill before gratuities was $90 + $9 = $<<90+9=99>>99
If the final bill was $140, then you were charged $140-$99 = $<<140-99=41>>41 for gratuities
#### 41",41
323,"Jay & Gloria were hosting a 4th of July party at their house.  Jay invited 22 people and Gloria invited 36.  They wanted to buy small American flags for everyone.  The craft store was having a sale on small flags, 5 flags for $1.00.  If they wanted all of their guests to have a flag and they also wanted 1 flag each, how much would they spend at the craft store?","Jay invited 22 guests and Gloria invited 36 so they invited 22+36 = <<22+36=58>>58 guests
They also each wanted a flag so in total they would need 1+1+58 = <<1+1+58=60>>60 flags
The craft store has them on sale at 5 for $1.00 and they need 60 flags so the flags will cost them 60/5 = $12.00
#### 12",12
324,"A building has four floors with ten rooms each. Legacy has to clean each room, and it takes her 6 hours to clean one room. If she earns $15 per hour of work, calculate the total amount of money she makes from cleaning all the floors in the building.","Since the building has four floors with ten rooms each, the total number of rooms in the building is 4*10 = <<4*10=40>>40.
If it takes Legacy 6 hours to clean each room, she will take 40*6 = <<40*6=240>>240 hours to clean all the rooms in the building.
Since she is making $15 per hour of work, she will earn $15*240 = $<<15*240=3600>>3600 after cleaning all the rooms.
#### 3600",3600
325,"Bob was creating a math test for an online platform.  He created 13 questions in the first hour.  Bob then doubled his rate for the second hour, and doubled his second hour rate for the third hour.  How many questions did Bob create in the three hours?","First hour: <<13=13>>13
Second hour:13(2)=26
Third hour: 26(2)=52
Total:13+26+52=<<13+26+52=91>>91 questions
#### 91",91
